title,firstname,lastname,party,state,district,gender,phone,website,webform,drive_id,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,birthdate,oc_email
Sen,Roy,Blunt,R,MO,Junior Seat,M,202-224-5721,http://www.blunt.senate.gov,http://www.blunt.senate.gov/public/index.cfm/contact-form?p=contact-roy,0B9oZ9Poh4Y5NMTZrdUtLZDlJWnc,B000575,418,H6MO07128,400034,N00005195,RoyBlunt,http://www.opencongress.org/wiki/Roy_Blunt,http://youtube.com/SenatorBlunt,1/10/1950,Sen.Blunt@opencongress.org
Rep,John,Boehner,R,OH,8,M,202-225-6205,http://boehner.house.gov,http://boehner.house.gov/contact/,0B9oZ9Poh4Y5NbE9ReWxtWXI5WXM,B000589,27015,H0OH08029,400036,N00003675,SpeakerBoehner,http://www.opencongress.org/wiki/John_Boehner,http://youtube.com/johnboehner,11/17/1949,Rep.Boehner@opencongress.org
Sen,Barbara,Boxer,D,CA,Junior Seat,F,202-224-3553,http://www.boxer.senate.gov,http://www.boxer.senate.gov/en/contact/policycomments.cfm,0B9oZ9Poh4Y5NMW1lckZraXNBXzA,B000711,53274,S2CA00286,300011,N00006692,SenatorBoxer,http://www.opencongress.org/wiki/Barbara_Boxer,http://youtube.com/SenatorBoxer,11/11/1940,Sen.Boxer@opencongress.org
Rep,Kevin,Brady,R,TX,8,M,202-225-4901,http://kevinbrady.house.gov,https://kevinbrady.house.gov/contact-form,0B9oZ9Poh4Y5NeHFLZWpFdXRNQlk,B000755,361,H6TX08100,400046,N00005883,RepKevinBrady,http://www.opencongress.org/wiki/Kevin_Brady,http://youtube.com/KBrady8,4/11/1955,Rep.Kevinbrady@opencongress.org
Rep,Corrine,Brown,D,FL,5,F,202-225-0123,http://corrinebrown.house.gov,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,0B9oZ9Poh4Y5NVkd3RWtKU0Vmelk,B000911,26797,H2FL03056,400048,N00002713,RepCorrineBrown,http://www.opencongress.org/wiki/Corrine_Brown,http://youtube.com/CongresswomanBrown,11/11/1946,Rep.Corrinebrown@opencongress.org
Sen,Sherrod,Brown,D,OH,Senior Seat,M,202-224-2315,http://www.brown.senate.gov,http://www.brown.senate.gov/contact,0B9oZ9Poh4Y5NYWZTcklROVRRRWM,B000944,27018,H2OH13033,400050,N00003535,SenSherrodBrown,http://www.opencongress.org/wiki/Sherrod_Brown,http://youtube.com/SherrodBrownOhio,11/9/1952,Sen.Brown@opencongress.org
Sen,Richard,Burr,R,NC,Senior Seat,M,202-224-3154,http://www.burr.senate.gov,http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,0B9oZ9Poh4Y5NZ2FKOURQRFNBWkk,B001135,21787,S4NC00089,400054,N00002221,SenatorBurr,http://www.opencongress.org/wiki/Richard_Burr,http://youtube.com/SenatorRichardBurr,11/30/1955,Sen.Burr@opencongress.org
Rep,Robert,Brady,D,PA,1,M,202-225-4731,http://brady.house.gov,https://brady.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NUDlBWl9VZzBZYzQ,B001227,2519,H8PA01153,400047,N00001619,RepBrady,http://www.opencongress.org/wiki/Robert_Brady,http://youtube.com/BradyPA01,4/7/1945,Rep.Brady@opencongress.org
Sen,Tammy,Baldwin,D,WI,Junior Seat,F,202-224-5653,http://www.baldwin.senate.gov,http://www.baldwin.senate.gov/contact,0B9oZ9Poh4Y5NRjBpdE9ELU9sTFU,B001230,3470,H8WI00018,400013,N00004367,SenatorBaldwin,http://www.opencongress.org/wiki/Tammy_Baldwin,http://youtube.com/witammybaldwin,2/11/1962,Sen.Baldwin@opencongress.org
Sen,John,Boozman,R,AR,Junior Seat,M,202-224-4843,http://www.boozman.senate.gov,http://www.boozman.senate.gov/public/index.cfm/e-mail-me,0B9oZ9Poh4Y5NRDg3YjU0YkdoVTg,B001236,27958,H2AR03176,400040,N00013873,JohnBoozman,http://www.opencongress.org/wiki/John_Boozman,http://youtube.com/BoozmanPressOffice,12/10/1950,Sen.Boozman@opencongress.org
Rep,Timothy,Bishop,D,NY,1,M,202-225-3826,http://timbishop.house.gov,https://timbishop.house.gov/email-me,0B9oZ9Poh4Y5NMDlLS0VuVGI3YWM,B001242,44518,H2NY01067,400031,N00025413,TimBishopNY,http://www.opencongress.org/wiki/Timothy_Bishop,http://youtube.com/timbishop01,6/1/1950,Rep.Timbishop@opencongress.org
Rep,Marsha,Blackburn,R,TN,7,F,202-225-2811,http://blackburn.house.gov,https://blackburn.house.gov/contactform/email.htm,0B9oZ9Poh4Y5NbllXcUJoN24wYTA,B001243,25186,H2TN06030,400032,N00003105,MarshaBlackburn,http://www.opencongress.org/wiki/Marsha_Blackburn,http://youtube.com/RepMarshaBlackburn,6/6/1952,Rep.Blackburn@opencongress.org
Del,Madeleine,Bordallo,D,GU,0,F,202-225-1188,http://bordallo.house.gov,https://bordallo.house.gov/contact-me,0B9oZ9Poh4Y5NcGZaanQtSDVpTkk,B001245,1751,H2GU00033,400041,N00024866,,http://www.opencongress.org/wiki/Madeline_Bordallo,,5/31/1933,Rep.Bordallo@opencongress.org
Rep,Michael,Burgess,R,TX,26,M,202-225-7772,http://burgess.house.gov,http://burgess.house.gov/contact/356345.htm,0B9oZ9Poh4Y5NSk1tZmVaQ2paX1E,B001248,50120,H2TX26093,400052,N00025219,MichaelCBurgess,http://www.opencongress.org/wiki/Michael_Burgess,http://youtube.com/michaelcburgessmd,12/23/1950,Rep.Burgess@opencongress.org
Rep,Rob,Bishop,R,UT,1,M,202-225-0453,http://robbishop.house.gov,https://robbishop.house.gov/contact/contactform.htm,0B9oZ9Poh4Y5NN0NLeWpnTW5QRXM,B001250,50544,H2UT01094,400029,N00025292,RepRobBishop,http://www.opencongress.org/wiki/Rob_Bishop,http://youtube.com/CongressmanBishop,7/13/1951,Rep.Robbishop@opencongress.org
Rep,George,Butterfield,D,NC,1,M,202-225-3101,http://butterfield.house.gov,https://butterfield.house.gov/email-congressman-butterfield,0B9oZ9Poh4Y5NeGxYbTJTT3h4T3c,B001251,41077,H4NC01046,400616,N00027035,GKButterfield,http://www.opencongress.org/wiki/George_Butterfield,http://youtube.com/GKBNC01,4/27/1947,Rep.Butterfield@opencongress.org
Rep,John,Barrow,D,GA,12,M,202-225-2823,http://barrow.house.gov,http://barrowforms.house.gov/contact/,0B9oZ9Poh4Y5NQ0RFSW4wZWlaTFE,B001252,31780,H4GA12010,400628,N00026080,RepJohnBarrow,http://www.opencongress.org/wiki/John_Barrow,http://youtube.com/RepJohnBarrow,10/31/1955,Rep.Barrow@opencongress.org
Rep,Charles,Boustany,R,LA,3,M,202-225-2031,http://boustany.house.gov,https://boustanyforms.house.gov/contact-me/,0B9oZ9Poh4Y5NbUx6SmI2UGFaUkE,B001255,35514,H4LA07029,400636,N00026595,RepBoustany,http://www.opencongress.org/wiki/Charles_Boustany,http://youtube.com/boustanyla07,2/21/1956,Rep.Boustany@opencongress.org
Rep,Michele,Bachmann,R,MN,6,F,202-225-2331,http://bachmann.house.gov,https://bachmann.house.gov/contact/email-michele,0B9oZ9Poh4Y5NTVZlTXRwR2VSbEU,B001256,54675,H6MN06074,412216,N00027493,MicheleBachmann,http://www.opencongress.org/wiki/Michele_Bachmann,http://youtube.com/RepMicheleBachmann,4/6/1956,Rep.Bachmann@opencongress.org
Rep,Gus,Bilirakis,R,FL,12,M,202-225-5755,http://bilirakis.house.gov,https://bilirakis.house.gov/email-congressman-bilirakis/,0B9oZ9Poh4Y5NLXJKTmxBWmtzakU,B001257,17318,H6FL09070,412250,N00027462,RepGusBilirakis,http://www.opencongress.org/wiki/Gus_Michael_Bilirakis,http://youtube.com/RepGusBilirakis,2/8/1963,Rep.Bilirakis@opencongress.org
Rep,Bruce,Braley,D,IA,1,M,202-225-2911,http://braley.house.gov,http://braley.house.gov/contact,0B9oZ9Poh4Y5NTDV5OTVqTHdqWHc,B001259,57382,H6IA01098,412208,N00027464,BruceBraley,http://www.opencongress.org/wiki/Bruce_Braley,http://youtube.com/repbrucebraley,10/30/1957,Rep.Braley@opencongress.org
Rep,Vern,Buchanan,R,FL,16,M,202-225-5015,http://buchanan.house.gov,https://buchanan.house.gov/email-me,0B9oZ9Poh4Y5NTkMzbVJNaHVFT3M,B001260,66247,H6FL13148,412196,N00027626,VernBuchanan,http://www.opencongress.org/wiki/Vern_Buchanan,http://youtube.com/vernbuchanan,5/8/1951,Rep.Buchanan@opencongress.org
Sen,John,Barrasso,R,WY,Junior Seat,M,202-224-6441,http://www.barrasso.senate.gov,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,0B9oZ9Poh4Y5NLVFwRmZURTQxQk0,B001261,52662,S6WY00068,412251,N00006236,SenJohnBarrasso,http://www.opencongress.org/wiki/John_Barrasso,http://youtube.com/barrassowyo,7/21/1952,Sen.Barrasso@opencongress.org
Rep,Paul,Broun,R,GA,10,M,202-225-4101,http://broun.house.gov,https://broun.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NNmx6MkRtVlRRQ2M,B001262,70001,H8GA10049,412252,N00028986,RepPaulBrounMD,http://www.opencongress.org/wiki/Paul_Broun,http://youtube.com/RepPaulBroun,5/14/1946,Rep.Broun@opencongress.org
Sen,Mark,Begich,D,AK,Junior Seat,M,202-224-3004,http://www.begich.senate.gov,http://www.begich.senate.gov/public/index.cfm?p=EmailSenator,0B9oZ9Poh4Y5NWElBZ3pWNGZnczA,B001265,79426,S8AK00090,412326,N00029901,SenatorBegich,http://www.opencongress.org/wiki/Mark_Begich,http://youtube.com/USSenatorMarkBegich,3/30/1962,Sen.Begich@opencongress.org
Sen,Michael,Bennet,D,CO,Junior Seat,M,202-224-5852,http://www.bennet.senate.gov,http://www.bennet.senate.gov/contact/email,0B9oZ9Poh4Y5NQ3h2WU5qMEZfQmM,B001267,110942,S0CO00211,412330,N00030608,SenBennetCo,http://www.opencongress.org/wiki/Michael_Bennet,http://youtube.com/SenatorBennet,11/28/1964,Sen.Bennet@opencongress.org
Rep,Lou,Barletta,R,PA,11,M,202-225-6511,http://barletta.house.gov,https://barletta.house.gov/contact/email-me,0B9oZ9Poh4Y5NOFB6MEl5bVU0dGs,B001269,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,1/28/1956,Rep.Barletta@opencongress.org
Rep,Karen,Bass,D,CA,37,F,202-225-7084,http://bass.house.gov,https://bass.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NV3dUTWgxODQ5UzQ,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,10/3/1953,Rep.Bass@opencongress.org
Rep,Dan,Benishek,R,MI,1,M,202-225-4735,http://benishek.house.gov,https://benishek.house.gov/contact-me/email-me,0B9oZ9Poh4Y5Nb0hlSWtaYXN1TDQ,B001271,123056,H0MI01088,412436,N00031934,CongressmanDan,http://www.opencongress.org/wiki/Dan_Benishek,,4/20/1952,Rep.Benishek@opencongress.org
Rep,Diane,Black,R,TN,6,F,202-225-4231,http://black.house.gov,https://black.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NWWY4MjM3akxzVnM,B001273,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,1/16/1951,Rep.Black@opencongress.org
Rep,Mo,Brooks,R,AL,5,M,202-225-4801,http://brooks.house.gov,https://brooks.house.gov/email-me,0B9oZ9Poh4Y5NR2ZfeHA1NW9IeG8,B001274,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,4/29/1954,Rep.Brooks@opencongress.org
Rep,Larry,Bucshon,R,IN,8,M,202-225-4636,http://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NcmplVTQxZGk4MUk,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,5/31/1962,Rep.Bucshon@opencongress.org
Sen,Richard,Blumenthal,D,CT,Senior Seat,M,202-224-2823,http://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/contact/,0B9oZ9Poh4Y5NMFJmcC1seHNUb1E,B001277,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,2/13/1946,Sen.Blumenthal@opencongress.org
Rep,Suzanne,Bonamici,D,OR,1,F,202-225-0855,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NNjhIUmRxSldKMk0,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,10/14/1954,Rep.Bonamici@opencongress.org
Rep,Ron,Barber,D,AZ,2,M,202-225-2542,http://barber.house.gov,https://barber.house.gov/contact/email-me,0B9oZ9Poh4Y5NR2RHOWl2dlZheTA,B001279,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,8/25/1945,Rep.Barber@opencongress.org
Rep,Kerry,Bentivolio,R,MI,11,M,202-225-8171,http://bentivolio.house.gov,https://bentivolio.house.gov/contact/email-me,0B9oZ9Poh4Y5NdlFGd3dOMVo2RlE,B001280,123059,H2MI11133,412547,N00033625,RepKerryB,,http://youtube.com/repkerry,10/6/1951,Rep.Bentivolio@opencongress.org
Rep,Joyce,Beatty,D,OH,3,F,202-225-4324,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NWk5kc2NFY1hPOFk,B001281,2427,H2OH03125,412565,N00033904,RepBeatty,,,3/12/1950,Rep.Beatty@opencongress.org
Rep,Garland,Barr,R,KY,6,M,202-225-4706,http://barr.house.gov,https://barr.house.gov/contact/email-me,0B9oZ9Poh4Y5NZmd0VGZhMVhWZG8,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,7/24/1973,Rep.Barr@opencongress.org
Rep,Jim,Bridenstine,R,OK,1,M,202-225-2211,http://bridenstine.house.gov,https://bridenstineforms.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NTWVtemIxbzdHdG8,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,6/15/1975,Rep.Bridenstine@opencongress.org
Rep,Susan,Brooks,R,IN,5,F,202-225-2276,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,0B9oZ9Poh4Y5NelhGcnd0VTFvWW8,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,8/25/1960,Rep.Susanwbrooks@opencongress.org
Rep,Julia,Brownley,D,CA,26,F,202-225-5811,http://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,0B9oZ9Poh4Y5NbTZ3QUp1VWx3a2M,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,8/28/1952,Rep.Juliabrownley@opencongress.org
Rep,Cheri,Bustos,D,IL,17,F,202-225-5905,http://bustos.house.gov,http://bustos.house.gov/contact,0B9oZ9Poh4Y5NYnAyaVUwNFBkcEE,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,10/17/1961,Rep.Bustos@opencongress.org
Rep,Ami,Bera,D,CA,7,M,202-225-5716,http://bera.house.gov,https://beraforms.house.gov/forms/writeyourrep/,0B9oZ9Poh4Y5NSk5FcVVYWGh4NUU,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,3/2/1965,Rep.Bera@opencongress.org
Sen,Cory,Booker,D,NJ,Junior Seat,M,202-224-3224,http://www.booker.senate.gov,http://www.booker.senate.gov/?p=contact,no img,B001288,76151,S4NJ00185,412598,N00035267,SenBookerOfc,,http://youtube.com/SenCoryBooker,4/27/1969,Sen.Booker@opencongress.org
Rep,Bradley,Byrne,R,AL,1,M,202-225-4931,http://byrne.house.gov,https://byrne.house.gov/contact/email-me,0B9oZ9Poh4Y5NcGFSa0VnRW5Xd28,B001289,27584,H4AL01123,412601,N00035380,RepByrne,,,2/16/1955,Rep.Byrne@opencongress.org
Rep,Ken,Calvert,R,CA,42,M,202-225-1986,http://calvert.house.gov,https://calvert.house.gov/contactform/,0B9oZ9Poh4Y5NZHJNaDZuTUJXU1E,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,6/8/1953,Rep.Calvert@opencongress.org
Rep,Dave,Camp,R,MI,4,M,202-225-3561,http://camp.house.gov,http://camp.house.gov/contact/,0B9oZ9Poh4Y5NT3VPWWJwODl4aU0,C000071,26911,H0MI10071,400058,N00008086,RepDaveCamp,http://www.opencongress.org/wiki/David_Lee_Camp,http://youtube.com/DaveCampYT,7/9/1953,Rep.Camp@opencongress.org
Sen,Maria,Cantwell,D,WA,Junior Seat,F,202-224-3441,http://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,0B9oZ9Poh4Y5NbVFnOVFyT0kxYlk,C000127,27122,S8WA00194,300018,N00007836,CantwellPress,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,10/13/1958,Sen.Cantwell@opencongress.org
Sen,Benjamin,Cardin,D,MD,Junior Seat,M,202-224-4524,http://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,0B9oZ9Poh4Y5NdVdfM1BiVGVRZTA,C000141,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,10/5/1943,Sen.Cardin@opencongress.org
Sen,Thomas,Carper,D,DE,Senior Seat,M,202-224-2441,http://www.carper.senate.gov,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,0B9oZ9Poh4Y5NYWhWN1RIVFZJTjg,C000174,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,1/23/1947,Sen.Carper@opencongress.org
Rep,Steve,Chabot,R,OH,1,M,202-225-2216,http://chabot.house.gov,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,0B9oZ9Poh4Y5NZ0J6V2pCRWJobVk,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,1/22/1953,Rep.Chabot@opencongress.org
Sen,Saxby,Chambliss,R,GA,Senior Seat,M,202-224-3521,http://www.chambliss.senate.gov,http://www.chambliss.senate.gov/public/index.cfm?p=Email,0B9oZ9Poh4Y5NSlN6LXk3cEZFWWM,C000286,22029,S2GA00118,300021,N00002685,SaxbyChambliss,http://www.opencongress.org/wiki/C._Saxby_Chambliss,http://youtube.com/SenatorChambliss,11/10/1943,Sen.Chambliss@opencongress.org
Del,Donna,Christensen,D,VI,0,F,202-225-1790,http://donnachristensen.house.gov,https://donnachristensen.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NT3BLOF8yeFFJLU0,C000380,1032,H4VI00054,400073,N00000133,DelegateDonna,http://www.opencongress.org/wiki/Donna_Christensen,http://youtube.com/delegatedonna,9/19/1945,Rep.Donnachristensen@opencongress.org
Rep,James,Clyburn,D,SC,6,M,202-225-3315,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NaDNCdllVMmgtMlU,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,7/21/1940,Rep.Clyburn@opencongress.org
Sen,Daniel,Coats,R,IN,Senior Seat,M,202-224-5623,http://www.coats.senate.gov,http://www.coats.senate.gov/contact/,0B9oZ9Poh4Y5NLTQ1ODVXVUVEaVE,C000542,53291,S0IN00053,402675,N00003845,SenDanCoats,http://www.opencongress.org/wiki/Daniel_Coats,http://youtube.com/SenatorCoats,5/16/1943,Sen.Coats@opencongress.org
Rep,Howard,Coble,R,NC,6,M,202-225-3065,http://coble.house.gov,http://coble.house.gov/contact/zipcheck.htm,0B9oZ9Poh4Y5NeE1Vajduc1ItaG8,C000556,27001,H4NC06011,400076,N00002247,HowardCoble,http://www.opencongress.org/wiki/John_Coble,,3/18/1931,Rep.Coble@opencongress.org
Sen,Thomas,Coburn,R,OK,Junior Seat,M,202-224-5754,http://www.coburn.senate.gov,http://www.coburn.senate.gov/public/?p=ContactForm#form_904650a1-34fd-4705-aec9-87815cbf9cb4,0B9oZ9Poh4Y5NeHlSaXVTa0dQWkU,C000560,22085,S4OK00174,400576,N00005601,TomCoburn,http://www.opencongress.org/wiki/Tom_Coburn,http://youtube.com/SenatorCoburn,3/14/1948,Sen.Coburn@opencongress.org
Sen,Thad,Cochran,R,MS,Senior Seat,M,202-224-5054,http://www.cochran.senate.gov,http://www.cochran.senate.gov/public/index.cfm/email-me,0B9oZ9Poh4Y5NUEV2cWFwTERMMDg,C000567,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,12/7/1937,Sen.Cochran@opencongress.org
Rep,John,Conyers,D,MI,13,M,202-225-5126,http://conyers.house.gov,https://conyers.house.gov/index.cfm/online-contact-form,0B9oZ9Poh4Y5NRWhLejhET29UcTQ,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,5/16/1929,Rep.Conyers@opencongress.org
Rep,Jim,Cooper,D,TN,5,M,202-225-4311,http://cooper.house.gov,https://cooper.house.gov/contact/email-me,0B9oZ9Poh4Y5NSUJjaUhGUmxCLVU,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,6/19/1954,Rep.Cooper@opencongress.org
Sen,Michael,Crapo,R,ID,Senior Seat,M,202-224-6142,http://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,0B9oZ9Poh4Y5NWk1HZndXYWV0T3M,C000880,26830,S8ID00027,300030,N00006267,MikeCrapo,http://www.opencongress.org/wiki/Michael_Crapo,http://youtube.com/senatorcrapo,5/20/1951,Sen.Crapo@opencongress.org
Rep,Elijah,Cummings,D,MD,7,M,202-225-4741,http://cummings.house.gov,https://cummings.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NUWUxaGJnc185Z2c,C000984,345,H6MD07160,400090,N00001971,RepCummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,1/18/1951,Rep.Cummings@opencongress.org
Sen,Susan,Collins,R,ME,Senior Seat,F,202-224-2523,http://www.collins.senate.gov,http://www.collins.senate.gov/public/index.cfm/email,0B9oZ9Poh4Y5NWkRfODkxSDV2Nm8,C001035,379,S6ME00159,300025,N00000491,SenatorCollins,http://www.opencongress.org/wiki/Susan_Collins,http://youtube.com/SenatorSusanCollins,12/7/1952,Sen.Collins@opencongress.org
Rep,Lois,Capps,D,CA,24,F,202-225-3601,http://capps.house.gov,https://capps.house.gov/contact-me/email-me,0B9oZ9Poh4Y5NVk5rel9Vbmdhdm8,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,1/10/1938,Rep.Capps@opencongress.org
